#45741a,#45a4c0,#dc8f22,#70237a,#bc501d,#891a0f
#ff0000,#008000,#0000ff,#ffa500,#800080,#ffff00
#a9c6c4,#1d393b,#4d8ea6,#87aaad,#deece3,#485a61
#485a61,#6d6e59,#dc9b3e,#ffff9f,#ece0a1,#bb5643
#482003,#485a61,#cb3500,#ff7803,#ffe090,#449bad
#000000,#333333,#666666,#999999,#cccccc,#ffffff
#bb5643,#33c2ff,#089938,#dc9b3e,#ffff9f,#4d8ea6
